"UF";"Município";"Cargo";"Turno";"Situação totalização";"Votos nominais";"Votos em trânsito";"Votos válidos";"% votos válidos"
"PA";"PACAJÁ";"Presidente";"2";"Não eleito";"5791";"0";"14981";"38,66"
"PA";"PALESTINA DO PARÁ";"Presidente";"2";"Não eleito";"1665";"0";"3951";"42,14"
"PA";"PARAGOMINAS";"Presidente";"2";"Não eleito";"22600";"0";"47096";"47,99"
"PA";"PARAUAPEBAS";"Presidente";"2";"Não eleito";"40897";"0";"95073";"43,02"
"PA";"PAU D'ARCO";"Presidente";"2";"Não eleito";"1518";"0";"3888";"39,04"
"PA";"PEIXE-BOI";"Presidente";"2";"Não eleito";"1697";"0";"5309";"31,96"
"PA";"PIÇARRA";"Presidente";"2";"Não eleito";"1871";"0";"5317";"35,19"
"PA";"PLACAS";"Presidente";"2";"Não eleito";"3246";"0";"6922";"46,89"
"PA";"PONTA DE PEDRAS";"Presidente";"2";"Não eleito";"3906";"0";"13000";"30,05"
"PA";"PORTEL";"Presidente";"2";"Não eleito";"6582";"0";"17604";"37,39"
"PA";"PORTO DE MOZ";"Presidente";"2";"Não eleito";"2890";"0";"10879";"26,56"
"PA";"PRAINHA";"Presidente";"2";"Não eleito";"5313";"0";"14684";"36,18"
"PA";"PRIMAVERA";"Presidente";"2";"Não eleito";"2463";"0";"6496";"37,92"
"PA";"QUATIPURU";"Presidente";"2";"Não eleito";"2267";"0";"6030";"37,6"
"PA";"REDENÇÃO";"Presidente";"2";"Não eleito";"19160";"0";"36002";"53,22"
"PA";"RIO MARIA";"Presidente";"2";"Não eleito";"4614";"0";"9005";"51,24"
"PA";"RONDON DO PARÁ";"Presidente";"2";"Não eleito";"6871";"0";"18349";"37,45"
"PA";"RURÓPOLIS";"Presidente";"2";"Não eleito";"4035";"0";"10478";"38,51"
"PA";"SALINÓPOLIS";"Presidente";"2";"Não eleito";"7583";"0";"20278";"37,4"
"PA";"SALVATERRA";"Presidente";"2";"Não eleito";"3243";"0";"11553";"28,07"
"PA";"SANTA BÁRBARA DO PARÁ";"Presidente";"2";"Não eleito";"3788";"0";"10580";"35,8"
"PA";"SANTA CRUZ DO ARARI";"Presidente";"2";"Não eleito";"959";"0";"3532";"27,15"
"PA";"SANTA ISABEL DO PARÁ";"Presidente";"2";"Não eleito";"12043";"0";"30785";"39,12"
"PA";"SANTA LUZIA DO PARÁ";"Presidente";"2";"Não eleito";"4091";"0";"10624";"38,51"
"PA";"SANTA MARIA DAS BARREIRAS";"Presidente";"2";"Não eleito";"3387";"0";"7347";"46,1"
"PA";"SANTA MARIA DO PARÁ";"Presidente";"2";"Não eleito";"5901";"0";"13926";"42,37"
"PA";"SANTANA DO ARAGUAIA";"Presidente";"2";"Não eleito";"6338";"0";"12227";"51,84"
"PA";"SANTARÉM";"Presidente";"2";"Não eleito";"83913";"101";"143657";"58,48"
"PA";"SANTARÉM NOVO";"Presidente";"2";"Não eleito";"942";"0";"4320";"21,81"
"PA";"SANTO ANTÔNIO DO TAUÁ";"Presidente";"2";"Não eleito";"5048";"0";"16268";"31,03"
"PA";"SÃO CAETANO DE ODIVELAS";"Presidente";"2";"Não eleito";"3253";"0";"9848";"33,03"
"PA";"SÃO DOMINGOS DO ARAGUAIA";"Presidente";"2";"Não eleito";"3579";"0";"9832";"36,4"
"PA";"SÃO DOMINGOS DO CAPIM";"Presidente";"2";"Não eleito";"6247";"0";"15464";"40,4"
"PA";"SÃO FÉLIX DO XINGU";"Presidente";"2";"Não eleito";"11361";"0";"21328";"53,27"
"PA";"SÃO FRANCISCO DO PARÁ";"Presidente";"2";"Não eleito";"3948";"0";"9808";"40,25"
"PA";"SÃO GERALDO DO ARAGUAIA";"Presidente";"2";"Não eleito";"5179";"0";"11981";"43,23"
"PA";"SÃO JOÃO DA PONTA";"Presidente";"2";"Não eleito";"1314";"0";"3926";"33,47"
"PA";"SÃO JOÃO DE PIRABAS";"Presidente";"2";"Não eleito";"3160";"0";"10950";"28,86"
"PA";"SÃO JOÃO DO ARAGUAIA";"Presidente";"2";"Não eleito";"1772";"0";"6235";"28,42"
"PA";"SÃO MIGUEL DO GUAMÁ";"Presidente";"2";"Não eleito";"10047";"0";"24963";"40,25"
"PA";"SÃO SEBASTIÃO DA BOA VISTA";"Presidente";"2";"Não eleito";"3341";"0";"12640";"26,43"
"PA";"SAPUCAIA";"Presidente";"2";"Não eleito";"1186";"0";"2480";"47,82"
"PA";"SENADOR JOSÉ PORFÍRIO";"Presidente";"2";"Não eleito";"1741";"0";"5158";"33,75"
"PA";"SOURE";"Presidente";"2";"Não eleito";"3055";"0";"12570";"24,3"
"PA";"TAILÂNDIA";"Presidente";"2";"Não eleito";"11915";"0";"28768";"41,42"
"PA";"TERRA ALTA";"Presidente";"2";"Não eleito";"2175";"0";"6824";"31,87"
"PA";"TERRA SANTA";"Presidente";"2";"Não eleito";"2958";"0";"7743";"38,2"
"PA";"TOMÉ-AÇU";"Presidente";"2";"Não eleito";"10932";"0";"28026";"39,01"
"PA";"TRACUATEUA";"Presidente";"2";"Não eleito";"4149";"0";"15693";"26,44"
"PA";"TRAIRÃO";"Presidente";"2";"Não eleito";"2874";"0";"5932";"48,45"
"PA";"TUCUMÃ";"Presidente";"2";"Não eleito";"7970";"0";"16273";"48,98"
"PA";"TUCURUÍ";"Presidente";"2";"Não eleito";"17129";"0";"45881";"37,33"
"PA";"ULIANÓPOLIS";"Presidente";"2";"Não eleito";"3871";"0";"10207";"37,92"
"PA";"URUARÁ";"Presidente";"2";"Não eleito";"9122";"0";"16605";"54,94"
"PA";"VIGIA";"Presidente";"2";"Não eleito";"6864";"0";"23886";"28,74"
"PA";"VISEU";"Presidente";"2";"Não eleito";"3720";"0";"24767";"15,02"
"PA";"VITÓRIA DO XINGU";"Presidente";"2";"Não eleito";"3313";"0";"6492";"51,03"
"PA";"XINGUARA";"Presidente";"2";"Não eleito";"11034";"0";"19854";"55,58"
"PB";"ÁGUA BRANCA";"Presidente";"2";"Não eleito";"808";"0";"4790";"16,87"
"PB";"AGUIAR";"Presidente";"2";"Não eleito";"758";"0";"3305";"22,93"
"PB";"ALAGOA GRANDE";"Presidente";"2";"Não eleito";"5020";"0";"15000";"33,47"
"PB";"ALAGOA NOVA";"Presidente";"2";"Não eleito";"4625";"0";"10611";"43,59"
"PB";"ALAGOINHA";"Presidente";"2";"Não eleito";"1912";"0";"7624";"25,08"
"PB";"ALCANTIL";"Presidente";"2";"Não eleito";"1464";"0";"3546";"41,29"
"PB";"ALGODÃO DE JANDAÍRA";"Presidente";"2";"Não eleito";"225";"0";"2091";"10,76"
"PB";"ALHANDRA";"Presidente";"2";"Não eleito";"4724";"0";"12685";"37,24"
"PB";"AMPARO";"Presidente";"2";"Não eleito";"258";"0";"1728";"14,93"
"PB";"APARECIDA";"Presidente";"2";"Não eleito";"1227";"0";"5168";"23,74"
"PB";"ARAÇAGI";"Presidente";"2";"Não eleito";"2345";"0";"9374";"25,02"
"PB";"ARARA";"Presidente";"2";"Não eleito";"2002";"0";"6032";"33,19"
"PB";"ARARUNA";"Presidente";"2";"Não eleito";"4074";"0";"9102";"44,76"
"PB";"AREIA";"Presidente";"2";"Não eleito";"3267";"0";"13294";"24,57"
"PB";"AREIA DE BARAÚNAS";"Presidente";"2";"Não eleito";"377";"0";"1404";"26,85"
"PB";"AREIAL";"Presidente";"2";"Não eleito";"1545";"0";"4110";"37,59"
"PB";"AROEIRAS";"Presidente";"2";"Não eleito";"2438";"0";"11119";"21,93"
"PB";"ASSUNÇÃO";"Presidente";"2";"Não eleito";"610";"0";"2452";"24,88"
"PB";"BAÍA DA TRAIÇÃO";"Presidente";"2";"Não eleito";"1275";"0";"4371";"29,17"
"PB";"BANANEIRAS";"Presidente";"2";"Não eleito";"3514";"0";"11969";"29,36"
"PB";"BARAÚNA";"Presidente";"2";"Não eleito";"702";"0";"2889";"24,3"
"PB";"BARRA DE SANTA ROSA";"Presidente";"2";"Não eleito";"1788";"0";"7839";"22,81"
"PB";"BARRA DE SANTANA";"Presidente";"2";"Não eleito";"1764";"0";"5456";"32,33"
"PB";"BARRA DE SÃO MIGUEL";"Presidente";"2";"Não eleito";"937";"0";"3562";"26,31"
"PB";"BAYEUX";"Presidente";"2";"Não eleito";"17795";"0";"53541";"33,24"
"PB";"BELÉM";"Presidente";"2";"Não eleito";"3337";"0";"9554";"34,93"
"PB";"BELÉM DO BREJO DO CRUZ";"Presidente";"2";"Não eleito";"1287";"0";"4254";"30,25"
"PB";"BERNARDINO BATISTA";"Presidente";"2";"Não eleito";"256";"0";"1812";"14,13"
"PB";"BOA VENTURA";"Presidente";"2";"Não eleito";"895";"0";"3670";"24,39"
"PB";"BOA VISTA";"Presidente";"2";"Não eleito";"1767";"0";"4528";"39,02"
"PB";"BOM JESUS";"Presidente";"2";"Não eleito";"379";"0";"2085";"18,18"
"PB";"BOM SUCESSO";"Presidente";"2";"Não eleito";"633";"0";"3179";"19,91"
"PB";"BONITO DE SANTA FÉ";"Presidente";"2";"Não eleito";"1567";"0";"5444";"28,78"
"PB";"BOQUEIRÃO";"Presidente";"2";"Não eleito";"3299";"0";"10600";"31,12"
"PB";"BORBOREMA";"Presidente";"2";"Não eleito";"993";"0";"2982";"33,3"
"PB";"BREJO DO CRUZ";"Presidente";"2";"Não eleito";"2254";"0";"7131";"31,61"
"PB";"BREJO DOS SANTOS";"Presidente";"2";"Não eleito";"1045";"0";"4184";"24,98"
"PB";"CAAPORÃ";"Presidente";"2";"Não eleito";"3175";"0";"11849";"26,8"
"PB";"CABACEIRAS";"Presidente";"2";"Não eleito";"1200";"0";"3419";"35,1"
"PB";"CABEDELO";"Presidente";"2";"Não eleito";"13640";"0";"30786";"44,31"
"PB";"CACHOEIRA DOS ÍNDIOS";"Presidente";"2";"Não eleito";"827";"0";"5186";"15,95"
"PB";"CACIMBA DE AREIA";"Presidente";"2";"Não eleito";"418";"0";"2493";"16,77"
"PB";"CACIMBA DE DENTRO";"Presidente";"2";"Não eleito";"2755";"0";"9404";"29,3"
"PB";"CACIMBAS";"Presidente";"2";"Não eleito";"563";"0";"3425";"16,44"
"PB";"CAIÇARA";"Presidente";"2";"Não eleito";"1742";"0";"4643";"37,52"
"PB";"CAJAZEIRAS";"Presidente";"2";"Não eleito";"6330";"0";"31813";"19,9"
"PB";"CAJAZEIRINHAS";"Presidente";"2";"Não eleito";"593";"0";"2542";"23,33"
"PB";"CALDAS BRANDÃO";"Presidente";"2";"Não eleito";"1013";"0";"3701";"27,37"
"PB";"CAMALAÚ";"Presidente";"2";"Não eleito";"345";"0";"3863";"8,93"
"PB";"CAMPINA GRANDE";"Presidente";"2";"Não eleito";"130622";"120";"225109";"58,08"
"PB";"CAPIM";"Presidente";"2";"Não eleito";"1492";"0";"3471";"42,98"
"PB";"CARAÚBAS";"Presidente";"2";"Não eleito";"513";"0";"2773";"18,5"
"PB";"CARRAPATEIRA";"Presidente";"2";"Não eleito";"148";"0";"1522";"9,72"
"PB";"CASSERENGUE";"Presidente";"2";"Não eleito";"833";"0";"3842";"21,68"
"PB";"CATINGUEIRA";"Presidente";"2";"Não eleito";"1164";"0";"2992";"38,9"
"PB";"CATOLÉ DO ROCHA";"Presidente";"2";"Não eleito";"5356";"0";"16227";"33,01"
"PB";"CATURITÉ";"Presidente";"2";"Não eleito";"866";"0";"3570";"24,26"
"PB";"CONCEIÇÃO";"Presidente";"2";"Não eleito";"2184";"0";"10039";"21,76"
"PB";"CONDADO";"Presidente";"2";"Não eleito";"1078";"0";"4210";"25,61"
"PB";"CONDE";"Presidente";"2";"Não eleito";"4409";"0";"13263";"33,24"
"PB";"CONGO";"Presidente";"2";"Não eleito";"657";"0";"3544";"18,54"
"PB";"COREMAS";"Presidente";"2";"Não eleito";"1895";"0";"8433";"22,47"
"PB";"COXIXOLA";"Presidente";"2";"Não eleito";"303";"0";"1329";"22,8"
"PB";"CRUZ DO ESPÍRITO SANTO";"Presidente";"2";"Não eleito";"3580";"0";"10628";"33,68"
"PB";"CUBATI";"Presidente";"2";"Não eleito";"1454";"0";"4708";"30,88"
"PB";"CUITÉ";"Presidente";"2";"Não eleito";"3489";"0";"11636";"29,98"
"PB";"CUITÉ DE MAMANGUAPE";"Presidente";"2";"Não eleito";"1139";"0";"4290";"26,55"
"PB";"CUITEGI";"Presidente";"2";"Não eleito";"1616";"0";"3863";"41,83"
"PB";"CURRAL DE CIMA";"Presidente";"2";"Não eleito";"1198";"0";"3322";"36,06"
"PB";"CURRAL VELHO";"Presidente";"2";"Não eleito";"553";"0";"1469";"37,64"
"PB";"DAMIÃO";"Presidente";"2";"Não eleito";"463";"0";"3036";"15,25"
"PB";"DESTERRO";"Presidente";"2";"Não eleito";"932";"0";"4800";"19,42"
"PB";"DIAMANTE";"Presidente";"2";"Não eleito";"960";"0";"3891";"24,67"
"PB";"DONA INÊS";"Presidente";"2";"Não eleito";"1493";"0";"6014";"24,83"
"PB";"DUAS ESTRADAS";"Presidente";"2";"Não eleito";"1067";"0";"2628";"40,6"
"PB";"EMAS";"Presidente";"2";"Não eleito";"644";"0";"2149";"29,97"
"PB";"ESPERANÇA";"Presidente";"2";"Não eleito";"6311";"0";"17726";"35,6"
"PB";"FAGUNDES";"Presidente";"2";"Não eleito";"1414";"0";"6998";"20,21"
"PB";"FREI MARTINHO";"Presidente";"2";"Não eleito";"523";"0";"2099";"24,92"
"PB";"GADO BRAVO";"Presidente";"2";"Não eleito";"952";"0";"5196";"18,32"
"PB";"GUARABIRA";"Presidente";"2";"Não eleito";"12808";"0";"29588";"43,29"
"PB";"GURINHÉM";"Presidente";"2";"Não eleito";"2870";"0";"8371";"34,29"
"PB";"GURJÃO";"Presidente";"2";"Não eleito";"655";"0";"2322";"28,21"
"PB";"IBIARA";"Presidente";"2";"Não eleito";"752";"0";"3682";"20,42"
"PB";"IGARACY";"Presidente";"2";"Não eleito";"928";"0";"3682";"25,2"
"PB";"IMACULADA";"Presidente";"2";"Não eleito";"1277";"0";"5770";"22,13"
"PB";"INGÁ";"Presidente";"2";"Não eleito";"3331";"0";"10091";"33,01"
"PB";"ITABAIANA";"Presidente";"2";"Não eleito";"3910";"0";"14341";"27,26"
"PB";"ITAPORANGA";"Presidente";"2";"Não eleito";"3390";"0";"12127";"27,95"
"PB";"ITAPOROROCA";"Presidente";"2";"Não eleito";"3920";"0";"8870";"44,19"
"PB";"ITATUBA";"Presidente";"2";"Não eleito";"1609";"0";"6217";"25,88"
"PB";"JACARAÚ";"Presidente";"2";"Não eleito";"3114";"0";"8685";"35,85"
"PB";"JERICÓ";"Presidente";"2";"Não eleito";"1144";"0";"4686";"24,41"
"PB";"JOÃO PESSOA";"Presidente";"2";"Não eleito";"174037";"439";"391405";"44,58"
"PB";"JOCA CLAUDINO";"Presidente";"2";"Não eleito";"373";"0";"1800";"20,72"
"PB";"JUAREZ TÁVORA";"Presidente";"2";"Não eleito";"1086";"0";"4779";"22,72"
"PB";"JUAZEIRINHO";"Presidente";"2";"Não eleito";"3231";"0";"9174";"35,22"
"PB";"JUNCO DO SERIDÓ";"Presidente";"2";"Não eleito";"1377";"0";"3955";"34,82"
"PB";"JURIPIRANGA";"Presidente";"2";"Não eleito";"1846";"0";"6747";"27,36"
"PB";"JURU";"Presidente";"2";"Não eleito";"735";"0";"5188";"14,17"
"PB";"LAGOA";"Presidente";"2";"Não eleito";"645";"0";"3009";"21,44"
"PB";"LAGOA DE DENTRO";"Presidente";"2";"Não eleito";"1342";"0";"4450";"30,16"
"PB";"LAGOA SECA";"Presidente";"2";"Não eleito";"7291";"0";"15185";"48,01"
"PB";"LASTRO";"Presidente";"2";"Não eleito";"353";"0";"2597";"13,59"
"PB";"LIVRAMENTO";"Presidente";"2";"Não eleito";"763";"0";"3943";"19,35"
"PB";"LOGRADOURO";"Presidente";"2";"Não eleito";"669";"0";"2401";"27,86"
"PB";"LUCENA";"Presidente";"2";"Não eleito";"2163";"0";"6807";"31,78"
"PB";"MÃE D'ÁGUA";"Presidente";"2";"Não eleito";"635";"0";"2818";"22,53"
"PB";"MALTA";"Presidente";"2";"Não eleito";"703";"0";"3458";"20,33"
"PB";"MAMANGUAPE";"Presidente";"2";"Não eleito";"7829";"0";"22923";"34,15"
"PB";"MANAÍRA";"Presidente";"2";"Não eleito";"807";"0";"5548";"14,55"
"PB";"MARCAÇÃO";"Presidente";"2";"Não eleito";"996";"0";"4122";"24,16"
"PB";"MARI";"Presidente";"2";"Não eleito";"3606";"0";"11565";"31,18"
"PB";"MARIZÓPOLIS";"Presidente";"2";"Não eleito";"847";"0";"3967";"21,35"
"PB";"MASSARANDUBA";"Presidente";"2";"Não eleito";"2624";"0";"7718";"34"
"PB";"MATARACA";"Presidente";"2";"Não eleito";"1586";"0";"4829";"32,84"
"PB";"MATINHAS";"Presidente";"2";"Não eleito";"1103";"0";"2818";"39,14"
"PB";"MATO GROSSO";"Presidente";"2";"Não eleito";"422";"0";"1813";"23,28"
"PB";"MATURÉIA";"Presidente";"2";"Não eleito";"1076";"0";"3689";"29,17"
"PB";"MOGEIRO";"Presidente";"2";"Não eleito";"2218";"0";"7638";"29,04"
"PB";"MONTADAS";"Presidente";"2";"Não eleito";"1125";"0";"3160";"35,6"
"PB";"MONTE HOREBE";"Presidente";"2";"Não eleito";"481";"0";"2824";"17,03"
"PB";"MONTEIRO";"Presidente";"2";"Não eleito";"4123";"0";"17905";"23,03"
"PB";"MULUNGU";"Presidente";"2";"Não eleito";"2090";"0";"6601";"31,66"
"PB";"NATUBA";"Presidente";"2";"Não eleito";"1160";"0";"4101";"28,29"
"PB";"NAZAREZINHO";"Presidente";"2";"Não eleito";"698";"0";"4915";"14,2"
"PB";"NOVA FLORESTA";"Presidente";"2";"Não eleito";"1440";"0";"5616";"25,64"
"PB";"NOVA OLINDA";"Presidente";"2";"Não eleito";"615";"0";"3101";"19,83"
"PB";"NOVA PALMEIRA";"Presidente";"2";"Não eleito";"747";"0";"2592";"28,82"
"PB";"OLHO D'ÁGUA";"Presidente";"2";"Não eleito";"1354";"0";"4567";"29,65"
"PB";"OLIVEDOS";"Presidente";"2";"Não eleito";"938";"0";"2719";"34,5"
"PB";"OURO VELHO";"Presidente";"2";"Não eleito";"604";"0";"2121";"28,48"
"PB";"PARARI";"Presidente";"2";"Não eleito";"347";"0";"1603";"21,65"
"PB";"PASSAGEM";"Presidente";"2";"Não eleito";"417";"0";"1693";"24,63"
"PB";"PATOS";"Presidente";"2";"Não eleito";"19736";"0";"49578";"39,81"
"PB";"PAULISTA";"Presidente";"2";"Não eleito";"2374";"0";"6906";"34,38"
"PB";"PEDRA BRANCA";"Presidente";"2";"Não eleito";"712";"0";"2694";"26,43"
"PB";"PEDRA LAVRADA";"Presidente";"2";"Não eleito";"1625";"0";"4663";"34,85"
"PB";"PEDRAS DE FOGO";"Presidente";"2";"Não eleito";"4148";"0";"15870";"26,14"
"PB";"PEDRO RÉGIS";"Presidente";"2";"Não eleito";"1329";"0";"2975";"44,67"
"PB";"PIANCÓ";"Presidente";"2";"Não eleito";"3198";"0";"9089";"35,19"
"PB";"PICUÍ";"Presidente";"2";"Não eleito";"2531";"0";"10830";"23,37"
"PB";"PILAR";"Presidente";"2";"Não eleito";"1625";"0";"6789";"23,94"
"PB";"PILÕES";"Presidente";"2";"Não eleito";"1180";"0";"4479";"26,35"
"PB";"PILÕEZINHOS";"Presidente";"2";"Não eleito";"1161";"0";"3543";"32,77"
"PB";"PIRPIRITUBA";"Presidente";"2";"Não eleito";"2037";"0";"5394";"37,76"
"PB";"PITIMBU";"Presidente";"2";"Não eleito";"1995";"0";"7562";"26,38"
"PB";"POCINHOS";"Presidente";"2";"Não eleito";"3174";"0";"10059";"31,55"
"PB";"POÇO DANTAS";"Presidente";"2";"Não eleito";"373";"0";"2431";"15,34"
"PB";"POÇO DE JOSÉ DE MOURA";"Presidente";"2";"Não eleito";"598";"0";"2857";"20,93"
"PB";"POMBAL";"Presidente";"2";"Não eleito";"8855";"0";"18541";"47,76"
"PB";"PRATA";"Presidente";"2";"Não eleito";"1051";"0";"2915";"36,05"
"PB";"PRINCESA ISABEL";"Presidente";"2";"Não eleito";"3254";"0";"10707";"30,39"
"PB";"PUXINANÃ";"Presidente";"2";"Não eleito";"2774";"0";"8358";"33,19"
"PB";"QUEIMADAS";"Presidente";"2";"Não eleito";"8108";"0";"24098";"33,65"
"PB";"QUIXABA";"Presidente";"2";"Não eleito";"382";"0";"1433";"26,66"
"PB";"REMÍGIO";"Presidente";"2";"Não eleito";"2246";"0";"9590";"23,42"
"PB";"RIACHÃO";"Presidente";"2";"Não eleito";"1083";"0";"2583";"41,93"
"PB";"RIACHÃO DO BACAMARTE";"Presidente";"2";"Não eleito";"833";"0";"2919";"28,54"
"PB";"RIACHÃO DO POÇO";"Presidente";"2";"Não eleito";"966";"0";"2973";"32,49"
"PB";"RIACHO DE SANTO ANTÔNIO";"Presidente";"2";"Não eleito";"490";"0";"1608";"30,47"
"PB";"RIACHO DOS CAVALOS";"Presidente";"2";"Não eleito";"1276";"0";"5568";"22,92"
"PB";"RIO TINTO";"Presidente";"2";"Não eleito";"4128";"0";"12785";"32,29"
"PB";"SALGADINHO";"Presidente";"2";"Não eleito";"543";"0";"2040";"26,62"
"PB";"SALGADO DE SÃO FÉLIX";"Presidente";"2";"Não eleito";"1776";"0";"6943";"25,58"
"PB";"SANTA CECÍLIA";"Presidente";"2";"Não eleito";"1596";"0";"4401";"36,26"
"PB";"SANTA CRUZ";"Presidente";"2";"Não eleito";"754";"0";"4181";"18,03"
"PB";"SANTA HELENA";"Presidente";"2";"Não eleito";"483";"0";"3942";"12,25"
"PB";"SANTA INÊS";"Presidente";"2";"Não eleito";"278";"0";"2577";"10,79"
"PB";"SANTA LUZIA";"Presidente";"2";"Não eleito";"3649";"0";"8511";"42,87"
"PB";"SANTA RITA";"Presidente";"2";"Não eleito";"23243";"0";"66082";"35,17"
"PB";"SANTA TERESINHA";"Presidente";"2";"Não eleito";"1418";"0";"3690";"38,43"
"PB";"SANTANA DE MANGUEIRA";"Presidente";"2";"Não eleito";"510";"0";"3214";"15,87"
"PB";"SANTANA DOS GARROTES";"Presidente";"2";"Não eleito";"1170";"0";"4051";"28,88"
"PB";"SANTO ANDRÉ";"Presidente";"2";"Não eleito";"351";"0";"1885";"18,62"
"PB";"SÃO BENTINHO";"Presidente";"2";"Não eleito";"945";"0";"2531";"37,34"
"PB";"SÃO BENTO";"Presidente";"2";"Não eleito";"8958";"0";"18152";"49,35"
"PB";"SÃO DOMINGOS";"Presidente";"2";"Não eleito";"746";"0";"2136";"34,93"
"PB";"SÃO DOMINGOS DO CARIRI";"Presidente";"2";"Não eleito";"881";"0";"2024";"43,53"
"PB";"SÃO FRANCISCO";"Presidente";"2";"Não eleito";"738";"0";"2867";"25,74"
"PB";"SÃO JOÃO DO CARIRI";"Presidente";"2";"Não eleito";"756";"0";"3004";"25,17"
"PB";"SÃO JOÃO DO RIO DO PEIXE";"Presidente";"2";"Não eleito";"2145";"0";"10495";"20,44"
"PB";"SÃO JOÃO DO TIGRE";"Presidente";"2";"Não eleito";"545";"0";"2722";"20,02"
"PB";"SÃO JOSÉ DA LAGOA TAPADA";"Presidente";"2";"Não eleito";"1045";"0";"4759";"21,96"
"PB";"SÃO JOSÉ DE CAIANA";"Presidente";"2";"Não eleito";"697";"0";"3220";"21,65"
"PB";"SÃO JOSÉ DE ESPINHARAS";"Presidente";"2";"Não eleito";"785";"0";"3127";"25,1"
"PB";"SÃO JOSÉ DE PIRANHAS";"Presidente";"2";"Não eleito";"1347";"0";"10558";"12,76"
"PB";"SÃO JOSÉ DE PRINCESA";"Presidente";"2";"Não eleito";"326";"0";"2340";"13,93"
"PB";"SÃO JOSÉ DO BONFIM";"Presidente";"2";"Não eleito";"820";"0";"2699";"30,38"
"PB";"SÃO JOSÉ DO BREJO DO CRUZ";"Presidente";"2";"Não eleito";"332";"0";"1336";"24,85"
"PB";"SÃO JOSÉ DO SABUGI";"Presidente";"2";"Não eleito";"1010";"0";"3088";"32,71"
"PB";"SÃO JOSÉ DOS CORDEIROS";"Presidente";"2";"Não eleito";"389";"0";"2371";"16,41"
"PB";"SÃO JOSÉ DOS RAMOS";"Presidente";"2";"Não eleito";"846";"0";"3573";"23,68"
"PB";"SÃO MAMEDE";"Presidente";"2";"Não eleito";"1591";"0";"4912";"32,39"
"PB";"SÃO MIGUEL DE TAIPU";"Presidente";"2";"Não eleito";"1566";"0";"4152";"37,72"
"PB";"SÃO SEBASTIÃO DE LAGOA DE ROÇA";"Presidente";"2";"Não eleito";"2824";"0";"6251";"45,18"
"PB";"SÃO SEBASTIÃO DO UMBUZEIRO";"Presidente";"2";"Não eleito";"303";"0";"2201";"13,77"
"PB";"SÃO VICENTE DO SERIDÓ";"Presidente";"2";"Não eleito";"1733";"0";"6061";"28,59"
"PB";"SAPÉ";"Presidente";"2";"Não eleito";"7248";"0";"25177";"28,79"
"PB";"SERRA BRANCA";"Presidente";"2";"Não eleito";"2125";"0";"7208";"29,48"
"PB";"SERRA DA RAIZ";"Presidente";"2";"Não eleito";"960";"0";"1892";"50,74"
"PB";"SERRA GRANDE";"Presidente";"2";"Não eleito";"285";"0";"2061";"13,83"
"PB";"SERRA REDONDA";"Presidente";"2";"Não eleito";"1242";"0";"4479";"27,73"
"PB";"SERRARIA";"Presidente";"2";"Não eleito";"1206";"0";"3118";"38,68"
"PB";"SERTÃOZINHO";"Presidente";"2";"Não eleito";"1206";"0";"2929";"41,17"
"PB";"SOBRADO";"Presidente";"2";"Não eleito";"1421";"0";"4818";"29,49"
"PB";"SOLÂNEA";"Presidente";"2";"Não eleito";"4119";"0";"14058";"29,3"
"PB";"SOLEDADE";"Presidente";"2";"Não eleito";"2871";"0";"8244";"34,83"
"PB";"SOSSÊGO";"Presidente";"2";"Não eleito";"556";"0";"2268";"24,51"
"PB";"SOUSA";"Presidente";"2";"Não eleito";"8391";"0";"35480";"23,65"
"PB";"SUMÉ";"Presidente";"2";"Não eleito";"2229";"0";"9135";"24,4"
"PB";"TACIMA";"Presidente";"2";"Não eleito";"1441";"0";"5073";"28,41"
"PB";"TAPEROÁ";"Presidente";"2";"Não eleito";"2490";"0";"7572";"32,88"
"PB";"TAVARES";"Presidente";"2";"Não eleito";"1226";"0";"7238";"16,94"
"PB";"TEIXEIRA";"Presidente";"2";"Não eleito";"1615";"0";"7794";"20,72"
"PB";"TENÓRIO";"Presidente";"2";"Não eleito";"371";"0";"1897";"19,56"
"PB";"TRIUNFO";"Presidente";"2";"Não eleito";"599";"0";"4636";"12,92"
"PB";"UIRAÚNA";"Presidente";"2";"Não eleito";"1987";"0";"8309";"23,91"
"PB";"UMBUZEIRO";"Presidente";"2";"Não eleito";"1369";"0";"4772";"28,69"
"PB";"VÁRZEA";"Presidente";"2";"Não eleito";"429";"0";"1890";"22,7"
"PB";"VIEIRÓPOLIS";"Presidente";"2";"Não eleito";"644";"0";"3712";"17,35"
"PB";"VISTA SERRANA";"Presidente";"2";"Não eleito";"331";"0";"1836";"18,03"
"PB";"ZABELÊ";"Presidente";"2";"Não eleito";"488";"0";"1609";"30,33"
"PE";"ABREU E LIMA";"Presidente";"2";"Não eleito";"12997";"0";"59550";"21,83"
"PE";"AFOGADOS DA INGAZEIRA";"Presidente";"2";"Não eleito";"6272";"0";"19855";"31,59"
"PE";"AFRÂNIO";"Presidente";"2";"Não eleito";"2793";"0";"11796";"23,68"
"PE";"AGRESTINA";"Presidente";"2";"Não eleito";"2688";"0";"14371";"18,7"
"PE";"ÁGUA PRETA";"Presidente";"2";"Não eleito";"3799";"0";"14262";"26,64"
"PE";"ÁGUAS BELAS";"Presidente";"2";"Não eleito";"5943";"0";"21543";"27,59"
